Course Code,Course Name,Credits,Prereqs,Description
MMSC 491,Human Molecular Genetics,3,"BISC 208, CHEM 104, CHEM 134","Molecular processes required to diagnose inherited disorders, cancer, hematological disorders, and infectious agents. Additionally, the employment of DNA identity-based testing in transplantation, paternity testing and forensics will be discussed."
MMSC 492,Application of Molecular Diagnostics Techniques,3,"MMSC 425, MMSC 491",Molecular techniques commonly employed in the clinical molecular diagnostics laboratory are presented.
MMSC 493,Cellular and Molecular Diagnostic Techniques,2,"BISC 205, BISC 207","This laboratory course introduces students to the clinical/diagnostic applications of molecular techniques. The course will provide hands-on experience in using biochemical and imaging-based assays for molecular diagnostics. Laboratory sessions include discussion, demonstration and hands-on practice of: isolation of nucleic acids from biological samples, use of hybridization-based assays in diagnostic procedures, preparation of probes, the clinical application of PCR, RT-PCR and Flow cytometry in diagnosis/prognoses of diseases. Students will be introduced to DNA and RNA sequencing platforms and liquid biopsy for analysis of genetic polymorphisms and genetic screening will be provided."
MLSC 105,Introduction to Leadership I,2,No prerequisites.,"Introduction to leadership principles using case studies, historical perspectives and hands-on leadership opportunities. Learn to rappell, use a map and compass, understand the basics of physical fitness and familiarize with Army traditions and ceremonies. No military obligation associated with this course."
MLSC 106,Introduction to Leadership II,2,No prerequisites.,Continues to build on the basics of 
MLSC 166,Special Problem,1-3,No prerequisites.,Description not available.
MLSC 167,Seminar,1-12,No prerequisites.,Description not available.
MLSC 205,Basic Leadership I,2,No prerequisites.,"Enhances understanding of human behavior, leadership techniques and management and planning structures. Builds leadership competencies through leadership opportunities with structured evaluations and feedback. Learn about the various branches and job opportunities in the Army. No military obligation associated with this course."
MLSC 206,Basic Leadership II,2,No prerequisites.,Continues to build on the basics of 
MLSC 266,SPECIAL PROBLEM,1,No prerequisites.,Description not available.
MLSC 267,SEMINAR,1-6,No prerequisites.,Description not available.
MLSC 305,Applied Leadership I,3,No prerequisites.,"Advanced training in military leadership. One of two courses designed to prepare cadets for the ROTC Advanced Camp/Nurse Summer Training Program. Focuses on leadership development through multiple, small unit leadership opportunities and counseling. Fine tunes skills learned in the previous two years of Military Science, ROTC Basic Camp or prior military service, especially marksmanship, land navigation, drill and ceremonies and physical fitness. Commitment to military service required."
MLSC 306,Applied Leadership II,3,MLSC 305,Continues to build on the basics of 
MLSC 315,Leader Evaluation,4,"MLSC 305, MLSC 306","An advanced six week off-campus, hands-on leadership education and assessment course. Real life individual and collective leadership challenges and opportunities. All expenses paid."
MLSC 365,Military History Studies,3,No prerequisites.,"Selected topics in American military history, current military trends and future military requirements."
MLSC 366,Independent Study,1-3,No prerequisites.,Description not available.
MLSC 367,SEMINAR,1-6,No prerequisites.,Description not available.
MLSC 405,Advanced Leadership I,3,MLSC 306,Prepares cadets for commissioning by refining professional skills and leadership ability. Students assigned leadership positions and function as commanders and staff officers in planning and executing cadet battalion activities. Focuses on technical skills needed to accomplish assigned missions and other topics which expand cadet knowledge of Army systems and procedures. Commitment to military service required.
MLSC 406,Advanced Leadership II,3,MLSC 306,Builds on leadership skills from 
MLSC 466,Independent Study,1-3,No prerequisites.,Description not available.
MLSC 467,SEMINAR,1-3,No prerequisites.,Description not available.
MSST 203,Introduction to Museums,3,No prerequisites.,"Introduction to the history, operations and future of museums, historic sites, archives and related cultural organizations. Examines collecting and collection management, conservation of collections, exhibition development, public programs and museum education, and digital outreach. Museum careers and volunteer engagement are explored."
MSST 366,SPECIAL PROBLEM,1-12,No prerequisites.,Description not available.
MSST 367,Experimental,1-6,No prerequisites.,Description not available.
MSST 385,History Behind the Scenes,1-6,No prerequisites.,"Explore how history is presented to public audiences in a variety of settings (museums and historic sites, archives, public gardens) and media (documentaries, digital media). Field trips and discussion with professionals. Topics may also include art history, historical anthropology and natural history."
MSST 401,Curatorship and Collections Management,3,No prerequisites.,"Curatorship and Collections Management introduces students to the ethical, legal and practical considerations associated with developing, recording, maintaining and displaying collections in museums, archives and related collecting institutions. History, art, ethnographic, science and natural history collections are discussed. Students receive hands-on experience in collection management and care."
MSST 402,Archives and Paper Collections: Curatorship and Management,3,No prerequisites.,"Introduction to theory and best practices in collecting and management of archives and paper collections in museums, archives and other collecting institutions. Topics include collecting, processing and access, and care of manuscripts, paper ephemera, photographs and other paper formats. Combines classroom instruction, demonstrations and field trips with group and individual hands-on projects."
MSST 405,Park and Site Management,3,MSST 203,"Introduces students to strategies for managing and interpreting publicly accessible sites and properties, from parks and landscapes to monuments and historic houses. Students will learn about legal, ethical, budgeting, and interpretive standards, and complete a class project serving a local organization with such property. "
MSST 407,Museum Education and Interpretation,3,No prerequisites.,"Introduces theory, practices, evaluation methods and administration of learning activities in museum environments. Class discussion and field trips to area museums and historic sites lead into group projects developing lessons and programs for both school-age and adult visitors."
